,PKMuestreo,FechaMuestreo,IDPiscina,PKCiclo,KilosAlimento,FechaSiembra,FechaCosecha,CantidadSembrada,Hectareas,days_from_last_monitoring,cycle_days,survival_updated_at,Supervivencia,PesoPromedio2,CantidadCosechada,biomass_harvested,CantidadCosechada_cum,biomass_harvested_cum,stocked_minus_harvested,live_animals,live_biomass,cumulative_biomass,kg/ha/day,cumulative_fcr,density_ha,density_ha_bin,biomass_ha,NombreProveedor,Proveedor,Codigo,Especie,Origen,Proceso,Descripcion,MnProveedor,total_feed_given,cycle_feed_cost,start_weight,start_cycle_days,CantidadCosechada_harvested,VentaUSDReal,average_weight_harvest,Parcial,final_sale,partial_harvest_qty,partial_harvest_rev,final_biomass_harvested,cycle_fcr,cycle_weekly_growth_rate,rev_ha_day,cycle_feed_ha_day
67,72769,2022-05-30,86,3550,5175.0,2022-03-16,2022-06-03,1447200,7.8000002,7.0,75,2022-05-30,96.0,24.41,0.0,0.0,742639.0,12089.0,704561.0,676379.0,16510.0,28599.0,94.8,1.546,185538.0,>160k,3667.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,44225.0,52628.25000000001,1.0,5,2062842.0,80105.0,24.709999,2.0,2.0,742639.0,35685.0,26910.0,1.643,2.34,136.93,75.6
68,73677,2022-07-11,79,3557,3250.0,2022-04-20,2022-07-11,963300,7.5999999,7.0,82,2022-07-11,62.0,29.0,0.0,0.0,260575.0,5796.0,702725.0,435690.0,12635.0,18431.0,61.1,1.739,126750.0,<130K,2425.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,32058.0,37573.05,1.47,5,1068021.0,111362.0,27.299999,2.0,2.0,260575.0,19801.0,25322.0,1.266,2.5,178.69,51.44
69,73380,2022-07-18,82,3558,3450.0,2022-04-23,2022-07-20,1155200,9.5,7.0,86,2022-07-18,58.0,28.0,0.0,0.0,247435.0,5316.0,907765.0,526504.0,14742.0,20058.0,51.9,1.845,121600.0,<130K,2111.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,37000.0,43457.0,0.7,2,842006.0,83832.0,27.02,2.0,2.0,247435.0,17483.0,20074.0,1.843,2.28,102.61,45.29
70,73385,2022-07-18,87,3559,4125.0,2022-04-23,2022-07-19,1024860,8.5,7.0,86,2022-07-18,83.0,31.5,0.0,0.0,315696.0,7083.0,709164.0,588606.0,18541.0,25624.0,69.3,1.726,120572.0,<130K,3015.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,44225.0,51665.75,2.22,2,1341089.0,143747.0,27.02,2.0,2.0,315696.0,24499.0,31421.0,1.407,2.44,196.64,60.5
71,73679,2022-07-11,81,3560,4275.0,2022-04-24,2022-07-15,1130040,8.6000004,7.0,78,2022-07-11,72.0,26.73,0.0,0.0,362153.0,7077.0,767887.0,552879.0,14778.0,21855.0,71.0,1.666,131400.0,130-160k,2541.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,AM,36400.0,42543.25,0.6,1,1053586.0,101459.0,27.02,2.0,2.0,362153.0,21618.0,24149.0,1.507,2.38,151.25,54.26
72,73387,2022-07-18,89,3561,2650.0,2022-04-15,2022-07-21,520000,5.5,7.0,94,2022-07-18,107.0,29.28,0.0,0.0,297943.0,5761.0,222057.0,237601.0,6957.0,12718.0,68.8,2.182,94545.0,<130K,2312.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,AM,27750.0,32084.500000000004,0.15,3,1287335.0,63116.0,26.42,2.0,2.0,297943.0,17948.0,16489.0,1.683,2.24,122.08,53.68
73,73133,2022-07-04,90,3562,2175.0,2022-04-16,2022-07-10,954000,6.5,7.0,79,2022-07-04,60.0,25.1,126231.0,2951.0,308290.0,6117.0,645710.0,387426.0,9724.0,15841.0,47.8,1.719,146769.0,130-160k,2437.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,AM,27225.0,32101.5,0.19,2,1675146.0,62176.0,23.98,2.0,2.0,308290.0,18712.0,18012.0,1.511,2.26,121.08,53.02
74,74056,2022-08-08,80,3567,2754.19,2022-05-22,2022-08-14,1281800,9.1000004,7.0,78,,61.0,28.0,0.0,0.0,205291.0,4695.0,1076509.0,656670.0,18387.0,23082.0,43.2,1.374,140857.0,130-160k,2536.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,31722.19,38646.780900000005,0.8,1,812127.0,83200.0,28.5,1.0,1.0,205291.0,16163.0,20231.0,1.568,2.47,117.22,44.69
75,74046,2022-08-15,88,3568,4750.0,2022-05-22,2022-08-16,1591200,11.7,7.0,85,,90.0,26.7,0.0,0.0,628845.0,9429.0,962355.0,866120.0,23125.0,32554.0,58.0,1.578,136000.0,130-160k,2782.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,51375.0,58226.75000000001,1.0,1,1951002.0,168193.0,24.33,2.0,2.0,628845.0,30543.0,39736.0,1.293,2.14,169.12,51.66
76,74082,2022-08-22,92,3570,3400.0,2022-05-24,2022-08-26,1300500,9.1000004,7.0,90,,72.0,26.2,0.0,0.0,215024.0,3163.0,1085476.0,781543.0,20476.0,23639.0,53.4,1.805,142912.0,130-160k,2598.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,42675.0,50631.25,0.5,6,1245934.0,121688.0,25.629999,1.0,1.0,215024.0,6155.0,28006.0,1.524,2.14,148.58,52.11
77,74405,2022-09-19,83,3575,2800.0,2022-06-13,2022-09-23,1322400,8.6999998,7.0,98,2022-09-19,67.0,29.74,0.0,0.0,236799.0,6377.0,1085601.0,727353.0,21631.0,28008.0,46.0,1.319,152000.0,130-160k,3219.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,36950.0,43219.50000000001,0.6,7,2004960.0,192925.0,29.9,2.0,2.0,571908.0,48856.0,41599.0,0.888,2.24,226.28,43.34
78,74325,2022-09-12,84,3576,2900.0,2022-06-13,2022-09-14,998640,7.3000002,7.0,91,2022-09-12,60.0,29.37,0.0,0.0,0.0,0.0,998640.0,599184.0,17598.0,17598.0,56.8,1.644,136800.0,130-160k,2411.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,28925.0,34063.25,0.7,7,1007442.0,120299.0,28.360001,1.0,1.0,84544.0,8677.0,24768.0,1.168,2.39,181.09,43.54
79,74412,2022-09-19,91,3577,1825.0,2022-06-14,2022-09-24,1195100,8.5,7.0,97,2022-09-19,61.0,30.0,0.0,0.0,195978.0,5360.0,999122.0,609464.0,18284.0,23644.0,30.7,1.664,140600.0,130-160k,2782.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,39350.0,46317.5,0.7,6,1345618.0,144807.0,30.59,1.0,1.0,195978.0,23703.0,31647.0,1.243,2.25,175.63,47.73
80,74553,2022-09-26,85,3580,2375.0,2022-06-14,2022-09-26,1296000,8.1000004,7.0,104,2022-09-26,48.0,33.4,0.0,0.0,254385.0,6614.0,1041615.0,499975.0,16699.0,23313.0,41.9,1.909,160000.0,130-160k,2878.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,44500.0,51729.5,0.8,6,1489690.0,86313.0,33.259998,1.0,1.0,254385.0,28164.0,18482.0,2.408,2.33,102.46,52.83
81,74554,2022-09-26,86,3581,2775.0,2022-06-14,2022-09-27,1522800,7.8000002,7.0,104,2022-09-26,56.0,28.94,0.0,0.0,396723.0,9081.0,1126077.0,630603.0,18250.0,27331.0,50.8,1.93,195231.0,>160k,3504.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,52750.0,60862.50000000001,0.74,6,1560126.0,98877.0,27.42,1.0,1.0,396723.0,38554.0,22267.0,2.369,2.01,121.89,65.03
84,75016,2022-10-24,90,3588,1175.0,2022-07-22,2022-10-25,926250,6.5,7.0,94,,70.0,27.0,0.0,0.0,208913.0,4805.0,717337.0,502136.0,13558.0,18363.0,25.8,1.435,142500.0,130-160k,2825.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,OPU,26350.0,30622.250000000004,0.53,3,731127.0,70729.0,25.41,1.0,1.0,208913.0,20303.0,16533.0,1.594,2.04,115.76,43.13
85,74924,2022-10-17,87,3589,2825.0,2022-07-25,2022-10-23,1243550,8.5,7.0,84,2022-10-17,45.0,27.0,0.0,0.0,0.0,0.0,1243550.0,559598.0,15109.0,15109.0,47.5,1.761,146300.0,130-160k,1778.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,26600.0,30868.250000000004,0.64,0,2130652.0,188403.0,29.68,1.0,1.0,315828.0,22287.0,42066.0,0.632,2.2,263.87,37.25
88,75576,2022-11-21,80,3596,3400.0,2022-08-27,2022-11-27,1486940,9.1000004,7.0,86,,66.0,,0.0,0.0,271667.0,4890.0,1215273.0,802080.0,,,53.4,,163400.0,>160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,32851.0,40580.61000000001,0.33,2,1671420.0,127424.0,22.5,1.0,1.0,271667.0,15182.0,33271.0,0.987,,162.82,41.98
89,75584,2022-11-21,88,3597,4300.0,2022-09-01,2022-11-26,1976000,11.7,7.0,81,,62.0,,0.0,0.0,358876.0,6004.0,1617124.0,1002617.0,,,52.5,,168889.0,>160k,,ACUAGEN,AC,VLL,V,L,L,Laboratorio,ACUTEC,42525.0,51355.5,1.07,4,1760594.0,129732.0,23.0,1.0,1.0,358876.0,17575.0,34649.0,1.227,,136.89,44.87
90,75997,2023-01-02,92,3600,3850.0,2022-09-16,2023-01-07,1624500,9.1000004,7.0,108,2023-01-02,65.0,29.0,0.0,0.0,338905.0,7117.0,1285595.0,835637.0,24233.0,31350.0,60.4,1.563,178516.0,>160k,3445.0,OPUMARSA,OPU,VLL,V,L,L,Laboratorio,OPU,49000.0,56080.5,0.36,10,1587740.0,141314.0,29.459999,1.0,1.0,338905.0,21919.0,36225.0,1.353,2.05,143.79,49.86
91,75989,2023-01-02,84,3604,2850.0,2022-09-22,2023-01-07,1095730,7.3000002,7.0,102,2023-01-02,76.0,30.0,0.0,0.0,282235.0,6895.0,813495.0,618256.0,18548.0,25443.0,55.8,1.343,150100.0,130-160k,3485.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,AM,34175.0,41584.75000000001,0.5,4,2095404.0,72766.0,31.209999,1.0,1.0,282235.0,23677.0,19930.0,1.715,2.11,97.72,45.9
92,76485,2023-01-30,83,3605,1750.0,2022-10-04,2023-02-03,1190160,8.6999998,7.0,118,2023-01-30,70.0,36.3,0.0,0.0,243616.0,5323.0,946544.0,662581.0,24052.0,29375.0,28.7,1.513,136800.0,130-160k,3376.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,44450.0,51103.50000000001,0.7,6,3136078.0,88760.0,34.57,1.0,1.0,243616.0,16541.0,21898.0,2.03,2.22,86.46,43.3
93,76140,2023-01-09,91,3606,2800.0,2022-10-05,2023-01-10,1124900,8.5,7.0,96,2023-01-09,60.0,33.54,0.0,0.0,225535.0,5582.0,899365.0,539619.0,18099.0,23681.0,47.1,1.3,132341.0,130-160k,2786.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,30781.0,35774.600000000006,0.65,5,1313540.0,101743.0,33.41,1.0,1.0,225535.0,18649.0,27135.0,1.134,2.53,124.69,37.72
94,75990,2023-01-02,85,3607,3200.0,2022-10-06,2023-01-05,1272000,8.1000004,7.0,88,2023-01-02,77.0,27.0,0.0,0.0,290570.0,5608.0,981430.0,755701.0,20404.0,26012.0,56.4,1.156,157037.0,130-160k,3211.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUI,30075.0,35012.50000000001,0.7,4,2453053.0,72247.0,28.440001,1.0,1.0,290570.0,17188.0,20794.0,1.446,2.19,101.36,42.19
96,76649,2023-02-06,79,3612,1650.0,2022-10-23,2023-02-07,1470600,7.5999999,7.0,106,2023-02-06,70.0,29.76,0.0,0.0,662727.0,14713.0,807873.0,565511.0,16830.0,31543.0,31.0,1.333,193500.0,>160k,4150.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,42040.0,51731.0,0.13,1,1811535.0,189461.0,30.33,2.0,2.0,662727.0,51640.0,42273.0,0.994,1.98,235.18,52.18
97,76651,2023-02-06,81,3613,0.0,2022-10-23,2023-02-06,1660600,8.6000004,7.0,106,,78.0,,0.0,0.0,642062.0,13769.0,1018538.0,794460.0,,,0.0,,193093.0,>160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,49713.0,61153.55,0.11,1,3061740.0,94362.0,28.540001,2.0,2.0,642062.0,46774.0,26629.0,1.867,,103.51,54.53
98,76980,2023-02-13,89,3617,1400.0,2022-11-04,2023-02-14,935000,5.5,7.0,101,,62.0,31.7,0.0,0.0,160652.0,3303.0,774348.0,480096.0,15219.0,18522.0,36.4,1.373,170000.0,>160k,3368.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,25425.0,30537.0,0.2,3,1781919.0,58396.0,30.0,1.0,1.0,160652.0,11951.0,14691.0,1.731,2.25,105.12,45.77
99,76981,2023-02-13,90,3618,825.0,2022-11-05,2023-02-16,949000,6.5,7.0,100,,54.0,30.74,0.0,0.0,133193.0,3154.0,815807.0,440536.0,13542.0,16696.0,18.1,1.355,146000.0,130-160k,2569.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,22625.0,27135.0,0.2,2,1419860.0,34804.0,25.6,1.0,1.0,133193.0,10941.0,10371.0,2.182,2.18,53.54,34.81
100,76944,2023-02-20,82,3619,2475.0,2022-11-05,2023-02-22,1368000,9.5,7.0,107,,72.0,,0.0,0.0,273423.0,6502.0,1094577.0,788095.0,,,37.2,,144000.0,130-160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,45700.0,54206.00000000001,0.15,2,1998692.0,83137.0,31.68,1.0,1.0,273423.0,24417.0,21357.0,2.14,,81.79,44.96
102,77126,2023-03-06,80,3626,2350.0,2022-12-09,2023-03-09,1401400,9.1000004,7.0,87,2023-03-06,68.0,27.27,0.0,0.0,326579.0,6205.0,1074821.0,730878.0,19931.0,26136.0,36.9,1.27,154000.0,130-160k,2872.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,33183.0,40916.68000000001,0.4,3,1654990.0,146417.23,26.83,1.0,1.0,326579.0,20800.0,35510.0,0.934,2.24,184.94,41.91
103,76949,2023-02-20,88,3627,4025.0,2022-12-09,2023-02-23,1989000,11.7,7.0,73,,75.0,,0.0,0.0,337882.0,5744.0,1651118.0,1238338.0,,,49.1,,170000.0,>160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,31743.0,37498.576,1.0,10,1885018.0,158167.0,21.450001,1.0,1.0,337882.0,17713.0,38536.0,0.824,,185.19,37.17
104,77429,2023-03-27,85,3630,2925.0,2023-01-11,2023-03-29,1200000,8.1000004,7.0,75,2023-03-27,74.0,22.8,0.0,0.0,229212.0,3986.0,970788.0,718383.0,16379.0,20365.0,51.6,1.167,148148.0,130-160k,2514.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,23775.0,28938.250000000004,0.8,5,997063.0,82210.98999999999,21.66,1.0,1.0,229212.0,11471.0,20603.0,1.154,2.2,135.33,39.14
105,77327,2023-03-20,84,3631,1950.0,2023-01-17,2023-03-25,919800,7.3000002,7.0,62,2023-03-20,84.0,23.0,0.0,0.0,221412.0,3764.0,698388.0,586646.0,13493.0,17257.0,38.2,0.927,126000.0,<130K,2364.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,16000.0,19487.25,1.63,6,1151850.0,109441.51999999999,23.6,1.0,1.0,221412.0,11173.0,25154.0,0.636,2.67,241.81,35.35
107,77533,2023-04-03,92,3633,3525.0,2023-01-16,2023-04-07,1360450,9.1000004,7.0,77,2023-04-03,85.0,25.8,0.0,0.0,333571.0,5604.0,1026879.0,872847.0,22519.0,28123.0,55.3,1.09,149500.0,130-160k,3090.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,30650.0,35050.5,2.4,7,1182555.0,93007.0,26.0,1.0,1.0,333571.0,15315.0,26427.0,1.16,2.34,132.73,43.74
112,78261,2023-05-22,89,3645,1450.0,2023-03-13,2023-05-28,935000,5.5,7.0,70,2023-05-22,75.0,20.2,0.0,0.0,195059.0,3316.0,739941.0,554956.0,11210.0,14526.0,37.7,1.263,170000.0,>160k,2641.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,SANL,18350.0,21472.75,1.9,7,1054746.0,68675.0,22.139999,1.0,1.0,195059.0,7991.0,20383.0,0.9,2.03,178.38,47.66
114,78309,2023-05-29,87,3647,2400.0,2023-03-14,2023-05-30,1156000,8.5,7.0,76,,81.0,21.54,0.0,0.0,253526.0,4817.0,902474.0,731004.0,15746.0,20563.0,40.3,1.236,136000.0,130-160k,2419.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,GAR,25425.0,29376.75,0.9,6,1757089.0,53622.0,21.0,1.0,1.0,253526.0,15353.0,20429.0,1.245,2.06,83.01,39.36
115,78424,2023-06-05,88,3648,1525.0,2023-03-14,2023-06-05,1521000,11.7,7.0,83,,63.0,,0.0,0.0,559033.0,12239.0,961967.0,606039.0,,,18.6,,130000.0,<130K,,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,GAR,30975.0,35768.25,0.7,6,4094404.0,89079.0,27.0,2.0,2.0,559033.0,43757.0,25446.0,1.217,,91.73,31.9
116,78779,2023-07-03,82,3655,2850.0,2023-03-23,2023-07-04,1311000,9.5,7.0,102,,75.0,30.1,0.0,0.0,336087.0,6184.0,974913.0,731185.0,22009.0,28193.0,42.9,1.515,138000.0,130-160k,2968.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,42725.0,51348.25,0.8,4,2305453.0,87982.0,30.0,1.0,1.0,336087.0,18224.0,25465.0,1.678,2.09,90.8,44.09
117,78606,2023-06-19,80,3656,2700.0,2023-03-23,2023-06-20,1547000,9.1000004,7.0,88,2023-06-19,66.0,24.73,0.0,0.0,286237.0,5324.0,1260763.0,832104.0,20578.0,25902.0,42.4,1.502,170000.0,>160k,2846.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,SP,38900.0,46791.0,1.19,4,2104787.0,77864.0,23.9,1.0,1.0,286237.0,14779.0,25829.0,1.506,1.96,97.23,48.58
118,78711,2023-06-26,91,3657,3000.0,2023-04-10,2023-07-01,1428000,8.5,7.0,77,2023-06-26,72.0,21.98,0.0,0.0,398121.0,6569.0,1029879.0,741513.0,16298.0,22867.0,50.4,1.366,168000.0,>160k,2690.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,31225.0,40415.5,1.6,7,2491143.0,73072.0,22.5,1.0,1.0,398121.0,18487.0,24770.0,1.261,2.04,111.65,47.71
119,78618,2023-06-19,92,3658,3300.0,2023-04-11,2023-06-22,1601600,9.1000004,7.0,69,2023-06-19,72.0,21.7,350974.0,6844.0,350974.0,6844.0,1250626.0,900451.0,19540.0,26384.0,51.8,1.305,176000.0,>160k,2899.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,34425.0,44632.5,1.45,6,2360409.0,220495.0,21.299999,1.0,1.0,350974.0,22603.0,49265.0,0.699,2.25,351.16,54.83
120,78705,2023-06-26,84,3659,1900.0,2023-04-12,2023-06-27,1065800,7.3000002,7.0,75,2023-06-26,79.0,23.8,0.0,0.0,290000.0,5133.0,775800.0,612882.0,14587.0,19720.0,37.2,1.247,146000.0,130-160k,2701.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,24600.0,31905.0,2.64,5,2850199.0,55519.0,23.219999,1.0,1.0,290000.0,16175.0,18781.0,1.31,2.12,101.4,44.93
121,78611,2023-06-19,85,3660,3275.0,2023-04-12,2023-06-24,1383200,8.1000004,7.0,68,2023-06-19,79.0,20.5,354731.0,6598.0,354731.0,6598.0,1028469.0,812491.0,16656.0,23254.0,57.8,1.345,170765.0,>160k,2871.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,31275.0,40390.5,2.2,5,2497781.0,69732.0,20.200001,1.0,1.0,354731.0,20659.0,23730.0,1.318,2.03,126.6,56.78
122,79392,2023-07-31,81,3665,3725.0,2023-05-08,2023-08-02,1238400,8.6000004,7.0,84,2023-07-31,68.0,23.1,0.0,0.0,0.0,0.0,1238400.0,842112.0,19453.0,19453.0,61.9,1.879,144000.0,130-160k,2262.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,36550.0,42800.75,1.83,7,2192937.0,222012.95,24.0,1.0,1.0,353936.0,32713.95,49059.0,0.745,1.93,307.33,50.6
123,79363,2023-07-24,79,3666,3406.0,2023-05-10,2023-07-25,1043200,7.5999999,7.0,75,2023-07-24,71.0,23.3,0.0,0.0,0.0,0.0,1043200.0,740672.0,17258.0,17258.0,64.0,1.5,137263.0,130-160k,2271.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,25881.0,30735.8,1.83,5,2243747.0,177218.85,22.459999,1.0,1.0,272171.0,16575.07,42739.0,0.606,2.15,310.91,45.41
124,79403,2023-07-24,83,3667,4025.0,2023-05-10,2023-07-27,1434400,8.6999998,7.0,75,2023-07-24,67.0,23.5,0.0,0.0,0.0,0.0,1434400.0,961048.0,22585.0,22585.0,66.1,1.401,164874.0,>160k,2596.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,31650.0,37525.75,1.89,5,2575741.0,256539.66,23.18,1.0,1.0,431515.0,36855.66,55057.0,0.575,2.16,393.16,48.51
126,80018,2023-08-28,90,3672,2550.0,2023-06-06,2023-09-01,910000,6.5,7.0,83,2023-08-28,63.0,26.0,0.0,0.0,174212.0,3648.0,735788.0,463546.0,12052.0,15700.0,56.0,1.627,140000.0,130-160k,2415.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,25550.0,30263.5,1.7,6,2056654.0,59121.0,26.799999,1.0,1.0,174212.0,10687.0,17916.0,1.426,2.21,109.58,47.36
127,79699,2023-08-14,89,3673,2050.0,2023-06-06,2023-08-19,770000,5.5,7.0,69,,71.0,24.0,129053.0,2904.0,129053.0,2904.0,640947.0,455072.0,10922.0,13826.0,53.2,1.112,140000.0,130-160k,2514.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,15375.0,18742.5,1.67,6,1795493.0,39068.0,25.0,1.0,1.0,129053.0,8507.0,11946.0,1.287,2.48,102.95,40.51
128,79903,2023-08-21,87,3674,2800.0,2023-06-09,2023-08-23,1020000,8.5,7.0,73,2023-08-21,76.0,24.8,0.0,0.0,223554.0,4755.0,796446.0,605299.0,15011.0,19766.0,47.1,1.226,120000.0,<130K,2325.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SANL,24225.0,28873.75,2.07,3,3344394.0,60300.0,25.0,1.0,1.0,223554.0,13930.0,18921.0,1.28,2.27,97.18,39.04
129,79904,2023-08-21,88,3675,4375.0,2023-06-09,2023-08-24,1521000,11.7,7.0,73,2023-08-21,68.0,24.4,0.0,0.0,279568.0,5172.0,1241432.0,844174.0,20598.0,25770.0,53.4,1.366,130000.0,<130K,2203.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SANL,35200.0,42072.0,1.72,3,1777596.0,155836.61,25.889999,1.0,1.0,279568.0,14300.0,38467.0,0.915,2.27,182.46,41.21
131,80579,2023-09-18,92,3683,3975.0,2023-07-06,2023-09-21,936320,9.1000004,7.0,74,2023-09-18,82.0,28.7,0.0,0.0,200923.0,4788.0,735397.0,603026.0,17307.0,22095.0,62.4,1.25,102892.0,<130K,2428.0,GENOMAR,GEN,VLL,V,L,L,Laboratorio,PUNK SP,27625.0,30698.25,1.57,4,1727552.0,74865.0,29.34,1.0,1.0,200923.0,15300.0,22342.0,1.236,2.71,111.17,41.02
132,80569,2023-09-18,82,3684,4200.0,2023-07-07,2023-09-19,1137150,9.5,7.0,73,2023-09-18,72.0,26.7,0.0,0.0,219624.0,5025.0,917526.0,660619.0,17639.0,22664.0,63.2,1.352,119700.0,<130K,2386.0,GENOMAR,GEN,VLL,V,L,L,Laboratorio,PUNK SP,30650.0,34306.75,1.49,3,1998242.0,74977.0,28.0,1.0,1.0,219624.0,17800.0,22188.0,1.381,2.52,108.11,44.2
133,80567,2023-09-18,80,3685,4375.0,2023-07-08,2023-09-22,1164800,9.1000004,7.0,72,2023-09-18,68.0,31.3,0.0,0.0,191451.0,5106.0,973349.0,661877.0,20717.0,25823.0,68.7,1.316,128000.0,<130K,2838.0,GENOMAR,GEN,VLL,V,L,L,Laboratorio,PUNK SP,33975.0,37872.0,1.84,2,1941064.0,74109.0,31.459999,1.0,1.0,191451.0,18527.0,21670.0,1.568,2.95,113.11,51.85
134,80572,2023-09-18,85,3686,2475.0,2023-07-10,2023-09-18,790020,8.1000004,7.0,70,2023-09-18,81.0,23.0,159583.0,3830.0,159583.0,3830.0,630437.0,510654.0,11745.0,15575.0,43.7,1.587,97533.0,<130K,1923.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,24725.0,27083.0,0.91,0,1763135.0,46656.0,24.0,1.0,1.0,159583.0,11817.0,15911.0,1.554,2.21,82.29,43.61
135,80490,2023-09-11,84,3687,2925.0,2023-07-10,2023-09-16,714445,7.3000002,7.0,63,2023-09-11,75.0,26.3,0.0,0.0,0.0,0.0,714445.0,535834.0,14092.0,14092.0,57.2,1.166,97869.0,<130K,1930.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,16425.0,18306.5,3.34,7,1979113.0,199508.96,30.0,1.0,1.0,321767.0,18872.96,42071.0,0.39,2.87,433.81,35.71
138,80969,2023-10-09,83,3694,3975.0,2023-08-10,,880200,8.6999998,7.0,60,2023-10-09,71.0,24.4,0.0,0.0,0.0,0.0,880200.0,624942.0,15249.0,15249.0,65.3,1.366,101172.0,<130K,1753.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,20823.0,24685.14,2.1,4,1784881.0,161188.22,20.379999,1.0,1.0,604802.0,24946.22,30473.0,0.683,2.79,308.79,39.89
139,80965,2023-10-09,79,3695,3825.0,2023-08-10,,782400,7.5999999,7.0,60,2023-10-09,71.0,22.7,0.0,0.0,0.0,0.0,782400.0,555504.0,12610.0,12610.0,71.9,1.477,102947.0,<130K,1659.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,18625.0,21945.25,1.84,4,1983188.0,205076.62,21.370001,1.0,1.0,565079.0,29123.62,37069.0,0.502,2.61,449.73,40.84
147,80966,2023-10-09,80,3712,1350.0,2023-09-26,,897260,9.1000004,7.0,13,2023-10-09,89.0,4.8,0.0,0.0,0.0,0.0,897260.0,798561.0,3833.0,3833.0,21.2,0.587,98600.0,<130K,421.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,GAR,2250.0,3240.0,1.89,6,299367.0,31160.15,20.09,1.0,1.0,77764.0,6198.15,5669.0,0.397,2.91,263.4,19.02
150,118964,2021-03-29,31,4722,3825.0,2021-01-03,2021-03-29,1581000,14.0,7.0,85,,75.0,26.0,0.0,0.0,301656.0,5101.0,1279344.0,959508.0,24947.0,30048.0,39.0,1.396,112929.0,<130K,2146.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,41950.0,41968.39,0.8,1,1240920.0,121483.0,25.799999,1.0,1.0,301656.0,17289.0,29334.0,1.43,2.1,102.09,35.25
